file_name,sinhala_transcript,sinhala_transcript_with_code_switch
Download (185).wav,"එකක් බලාගන්න පුළුවන්. මෙතන බැලුවොත් ඔයාට 2 වොට් ස්පීකර්ස් දෙකක් බලාගන්න පුළුවන්. සෝ මූවි වොචින්ග් එක්ස්පීරියන්ස් එහෙම නෙක්ස්ට් ලෙවල්. වේට්, තාම ඉවර නැහැ, තව තියෙනවා. ආර්.ටී.එක්ස්. 4050 විත් 1","එකක් බලාගන්න පුළුවන්. මෙතන බැලුවොත් ඔයාට 2 watt speakers දෙකක් බලාගන්න පුළුවන්. සෝ movie watching experience එහෙම next level. Wait, තාම ඉවර නැහැ, තව තියෙනවා. RTX 4050 with 1"
Download (186).wav,විත් 115 වොට් ඔෆ් ටී.ජී.පී. ඒ වගේම ඔයාලට ටිකක් වැඩිපුර ස්පෙන්ඩ් කරන්න පුළුවන් නම් ඔයාට ආර්.ටී.එක්ස්. 4060 වේරියන්ට් එකත් ගන්න පුළුවන්. ඊළඟ දේ තමා මේකේ ඔයාලට ඩී.එල්.එස්.එස්. 4 ඇන්ඩ් ඒ.අයි. ෆ්‍රේම්,with 115 watt of TGP. ඒ වගේම ඔයාලට ටිකක් වැඩිපුර spend කරන්න පුළුවන් නම් ඔයාට RTX 4060 variant එකත් ගන්න පුළුවන්. ඊළඟ දේ තමා මේකේ ඔයාලට DLSS 4 and AI frame
Download (187).wav,ෆ්‍රේම් ජෙනරේෂන් සපෝට් කරනවා. සෝ මේකෙන් ඔයාට අඩු එෆ්.පී.එස්. තියෙන ගේම්ස් සේම් සෙටින්ග් එක තියාගෙන හයි එෆ්.පී.එස්. කරලා ප්ලේ කරන්න පුළුවන්. ඊළඟ දේ තමා මේකේ ඔයාට රයිසන් 7 7000 සීරීස්,Frame generation support කරනවා. So මේකෙන් ඔයාට අඩු FPS තියෙන games same setting එක තියාගෙන high FPS කරලා play කරන්න පුළුවන්. ඊළඟ දේ තමා මේකේ ඔයාට Ryzen 7 7000 Series
Download (188).wav,එච්.ඇස්. සී.පී.යූ. එකක් බලාගන්න පුළුවන් විත් 24ජී.බී. ඩී.ඩී.ආර්.5 රෑම් එක්ක. සෝ මේ ස්පෙක්ස් ටික තියාගෙන දැනට රිලීස් වෙලා තියෙන ට්‍රිපල් ඒ ටයිටල්ස් ඔයාට ලේසියෙන්ම ප්ලේ කරන්න පුළුවන්. ඇන්ඩ් ගේමින් විතරක්,HS CPU එකක් බලාගන්න පුළුවන් with 24GB DDR5 RAM එක්ක. සෝ මේ specs ටික තියාගෙන දැනට release වෙලා තියෙන AAA titles ඔයාට ලේසියෙන්ම play කරන්න පුළුවන්. ඇන්ඩ් gaming විතරක්
Download (189).wav,"ගේමින් විතරක් නෙවෙයි, ඔයාට මේකෙන් 4කේ එඩිට් එනුත් කරන්න පුළුවන්. සෝ යා, මේ ස්පෙක්ස් ටික තියාගෙන මේකේ වේට් එක වෙන්නේ 2.4කේ.ජී. සෝ යා, මේක ගේමින් ලැප්ටොප් එකකට ඇවරේජ් ගානක්.ඊට අමතරව","gaming විතරක් නෙවෙයි, ඔයාට මේකෙන් 4K edit එනුත් කරන්න පුළුවන්. සෝ යා, මේ specs ටික තියාගෙන මේකේ weight එක වෙන්නේ 2.4kg. සෝ යා, මේක gaming laptop එකකට average ගානක්.ඊට අමතරව"
Download (190).wav,ඊට අමතරව ඔයාට මේක එක අතින් ඕපන් කරගන්න පුළුවන්. ඒ වගේම එල්.ඊ.ඩී. බැක්ලිට් එකකුත් හම්බවෙනවා. මේ තියෙන්නේ ලෙනොවෝ ලොක් ගේමින් 15 ඒ.ආර්.පී.කිව් කියන ලැප්ටොප් එක.,ඊට අමතරව ඔයාට මේක එක අතින් open කරගන්න පුළුවන්. ඒ වගේම LED backlit එකකුත් හම්බවෙනවා. මේ තියෙන්නේ Lenovo LOQ Gaming 15 ARPQ කියන laptop එක.
Download (191).wav,ඇන්ඩ් මේ ලැප්ටොප් එක ඔයාලට 2 ඉයර්ස් ජෙනුයින් වොරන්ටි එක්ක යුනිටි ප්ලාසා එකේ තියෙන ඉන්කොටෙක් ලංකා එහෙම නැත්නම් ගේම් ස්ටෝර් එකෙන් පර්චේස් කරගන්න පුළුවන්. ඒ වගේම,and මේ laptop එක ඔයාලට 2 years genuine warranty එක්ක Unity Plaza එකේ තියෙන Incotech Lanka එහෙම නැත්නම් Game Store එකෙන් purchase කරගන්න පුළුවන්. ඒ වගේම
Download (192).wav,"ඒ වගේම ඔයා වැඩිපුර 9,000 ක් පේ කරොත් ඔයාට වොරන්ටි එක 3 ඉයර්ස් වෙනකම් එක්ස්ටෙන්ඩ් කරගන්න පුළුවන්. සෝ මේ වීඩියෝ එක ඔයාගේ ගේමර් ෆ්‍රෙන්ඩ්ස් ලටත් ශෙයාර් කරන්න","ඒ වගේම ඔයා වැඩිපුර 9,000 ක් pay කරොත් ඔයාට warranty එක 3 years වෙනකම් extend කරගන්න පුළුවන්. සෝ මේ video එක ඔයාගේ gamer friends ලටත් share කරන්න"
Download (194).wav,ඇපල් ලා ඇන්ඩ්‍රොයිඩ් කොපි කරලාද? මේ තියෙන්නේ ටොප් අයි.ඕ.ඇස්. ෆීචර්ස්. මේ වීඩියෝ එක බලලා ඔයාලම කමෙන්ට් එකක් දාන්නකෝ. ඔයාට දැන් අයි.ඕ.ඇස්. 18 එකේ ඇප්ස් ලොක් කරන්න පුළුවන්. ඔයාට කරන්න තියෙන්නේ,Apple ලා Android copy කරලාද? මේ තියෙන්නේ Top iOS features. මේ video එක බලලා ඔයාලම comment එකක් දාන්නකෝ. ඔයාට දැන් iOS 18 එකේ apps lock කරන්න පුළුවන්. ඔයාට කරන්න තියෙන්නේ
Download (195).wav,ඔයාට කරන්න තියෙන්නේ ඇප් එක උඩ ලෝන්ග් ප්‍රෙස් කරලා රික්වයර් ෆේස් අයි.ඩී. ක්ලික් කරන්න. ඒ වගේම ඔයාට ඇප්ස් හයිඩ් කරන්නත් පුළුවන්. ඒ වගේම ඔයාට දැන් ඇප්ස් ඕනෑම තැනක තියන්න පුළුවන්. ඊළඟ දේ,ඔයාට කරන්න තියෙන්නේ app එක උඩ long press කරලා Require Face ID click කරන්න. ඒ වගේම ඔයාට apps hide කරන්නත් පුළුවන්. ඒ වගේම ඔයාට දැන් apps ඕනෑම තැනක තියන්න පුළුවන්. ඊළඟ දේ
Download (196).wav,"ඊළඟ දේ තමා ඔයාට අයිකන්ස් ඇන්ඩ් විජට්ස් ඩාර්ක් තීම් එකට කන්වර්ට් කරන්න පුළුවන්. ඇන්ඩ් අයිකන්ස් ලොකු කරන්න පුළුවන්, ඒ වගේම ඔයාගේ විජට්ස් ඇන්ඩ් අයිකන්ස් අවශ්‍ය විදියට කලර් එකත් චේන්ජ්","ඊළඟ දේ තමා ඔයාට icons and widgets dark theme එකට convert කරන්න පුළුවන්. ඇන්ඩ් icons ලොකු කරන්න පුළුවන්, ඒ වගේම ඔයාගේ widgets and icons අවශ්‍ය විදියට color එකත් change"
Download (197).wav,එකත් චේන්ජ් කරන්න පුළුවන් හරියට ඇන්ඩ්‍රොයිඩ් වගේ. ඔයාට අලුත් කන්ට්‍රෝල් සෙන්ටර් එකක් හම්බවෙනවා. මේකේ අයිකන්ස් වල ඔයාට සයිස් චේන්ජ් කරන්න පුළුවන් එහෙ මෙහෙ මූව් කරන්න පුළුවන්. අලුත් පේජස් ඇඩ් කරන්න,එකත් change කරන්න පුළුවන් හරියට Android වගේ. ඔයාට අලුත් control center එකක් හම්බවෙනවා. මේකේ icons වල ඔයාට size change කරන්න පුළුවන් එහෙ මෙහෙ move කරන්න පුළුවන්. අලුත් pages add කරන්න
